appid,Game_Name,Tags,month,Avg. Players,Gain,% Gain,Peak Players,patch_count
236110,Dungeon Defenders II,"Multiplayer, Online Co-Op, Co-op Campaign, Tower Defense, Singleplayer, Strategy RPG, Survival, Action RPG, Building, Third Person, Character Customization, Tactical, Loot, Family Friendly, Cartoony, Fantasy, Team-Based, 3D, Colorful, Party-Based RPG",2017-08,1351.58,-417.30,-23.59%,2693,0
236110,Dungeon Defenders II,"Multiplayer, Online Co-Op, Co-op Campaign, Tower Defense, Singleplayer, Strategy RPG, Survival, Action RPG, Building, Third Person, Character Customization, Tactical, Loot, Family Friendly, Cartoony, Fantasy, Team-Based, 3D, Colorful, Party-Based RPG",2017-07,1768.88,658.44,+59.30%,3196,2
236110,Dungeon Defenders II,"Multiplayer, Online Co-Op, Co-op Campaign, Tower Defense, Singleplayer, Strategy RPG, Survival, Action RPG, Building, Third Person, Character Customization, Tactical, Loot, Family Friendly, Cartoony, Fantasy, Team-Based, 3D, Colorful, Party-Based RPG",2017-06,1110.44,375.06,+51.00%,2930,0
236110,Dungeon Defenders II,"Multiplayer, Online Co-Op, Co-op Campaign, Tower Defense, Singleplayer, Strategy RPG, Survival, Action RPG, Building, Third Person, Character Customization, Tactical, Loot, Family Friendly, Cartoony, Fantasy, Team-Based, 3D, Colorful, Party-Based RPG",2017-05,735.38,-145.52,-16.52%,1436,8
236110,Dungeon Defenders II,"Multiplayer, Online Co-Op, Co-op Campaign, Tower Defense, Singleplayer, Strategy RPG, Survival, Action RPG, Building, Third Person, Character Customization, Tactical, Loot, Family Friendly, Cartoony, Fantasy, Team-Based, 3D, Colorful, Party-Based RPG",2017-04,880.9,-381.25,-30.21%,1659,8
236110,Dungeon Defenders II,"Multiplayer, Online Co-Op, Co-op Campaign, Tower Defense, Singleplayer, Strategy RPG, Survival, Action RPG, Building, Third Person, Character Customization, Tactical, Loot, Family Friendly, Cartoony, Fantasy, Team-Based, 3D, Colorful, Party-Based RPG",2017-03,1262.15,456.74,+56.71%,2918,4
236110,Dungeon Defenders II,"Multiplayer, Online Co-Op, Co-op Campaign, Tower Defense, Singleplayer, Strategy RPG, Survival, Action RPG, Building, Third Person, Character Customization, Tactical, Loot, Family Friendly, Cartoony, Fantasy, Team-Based, 3D, Colorful, Party-Based RPG",2017-02,805.41,-67.65,-7.75%,1963,4
236110,Dungeon Defenders II,"Multiplayer, Online Co-Op, Co-op Campaign, Tower Defense, Singleplayer, Strategy RPG, Survival, Action RPG, Building, Third Person, Character Customization, Tactical, Loot, Family Friendly, Cartoony, Fantasy, Team-Based, 3D, Colorful, Party-Based RPG",2017-01,873.06,-230.64,-20.90%,1708,4
236110,Dungeon Defenders II,"Multiplayer, Online Co-Op, Co-op Campaign, Tower Defense, Singleplayer, Strategy RPG, Survival, Action RPG, Building, Third Person, Character Customization, Tactical, Loot, Family Friendly, Cartoony, Fantasy, Team-Based, 3D, Colorful, Party-Based RPG",2016-12,1103.7,-371.69,-25.19%,2276,2
236110,Dungeon Defenders II,"Multiplayer, Online Co-Op, Co-op Campaign, Tower Defense, Singleplayer, Strategy RPG, Survival, Action RPG, Building, Third Person, Character Customization, Tactical, Loot, Family Friendly, Cartoony, Fantasy, Team-Based, 3D, Colorful, Party-Based RPG",2016-11,1475.39,658.56,+80.62%,4531,0
236110,Dungeon Defenders II,"Multiplayer, Online Co-Op, Co-op Campaign, Tower Defense, Singleplayer, Strategy RPG, Survival, Action RPG, Building, Third Person, Character Customization, Tactical, Loot, Family Friendly, Cartoony, Fantasy, Team-Based, 3D, Colorful, Party-Based RPG",2016-10,816.83,10.75,+1.33%,2024,4
236110,Dungeon Defenders II,"Multiplayer, Online Co-Op, Co-op Campaign, Tower Defense, Singleplayer, Strategy RPG, Survival, Action RPG, Building, Third Person, Character Customization, Tactical, Loot, Family Friendly, Cartoony, Fantasy, Team-Based, 3D, Colorful, Party-Based RPG",2016-09,806.08,-261.98,-24.53%,1533,6
236110,Dungeon Defenders II,"Multiplayer, Online Co-Op, Co-op Campaign, Tower Defense, Singleplayer, Strategy RPG, Survival, Action RPG, Building, Third Person, Character Customization, Tactical, Loot, Family Friendly, Cartoony, Fantasy, Team-Based, 3D, Colorful, Party-Based RPG",2016-08,1068.06,-47.41,-4.25%,2249,4
236110,Dungeon Defenders II,"Multiplayer, Online Co-Op, Co-op Campaign, Tower Defense, Singleplayer, Strategy RPG, Survival, Action RPG, Building, Third Person, Character Customization, Tactical, Loot, Family Friendly, Cartoony, Fantasy, Team-Based, 3D, Colorful, Party-Based RPG",2016-07,1115.47,79.13,+7.64%,2488,10
236110,Dungeon Defenders II,"Multiplayer, Online Co-Op, Co-op Campaign, Tower Defense, Singleplayer, Strategy RPG, Survival, Action RPG, Building, Third Person, Character Customization, Tactical, Loot, Family Friendly, Cartoony, Fantasy, Team-Based, 3D, Colorful, Party-Based RPG",2016-06,1036.34,-224.70,-17.82%,1976,10
236110,Dungeon Defenders II,"Multiplayer, Online Co-Op, Co-op Campaign, Tower Defense, Singleplayer, Strategy RPG, Survival, Action RPG, Building, Third Person, Character Customization, Tactical, Loot, Family Friendly, Cartoony, Fantasy, Team-Based, 3D, Colorful, Party-Based RPG",2016-05,1261.04,-283.03,-18.33%,3311,2
236110,Dungeon Defenders II,"Multiplayer, Online Co-Op, Co-op Campaign, Tower Defense, Singleplayer, Strategy RPG, Survival, Action RPG, Building, Third Person, Character Customization, Tactical, Loot, Family Friendly, Cartoony, Fantasy, Team-Based, 3D, Colorful, Party-Based RPG",2016-04,1544.07,472.42,+44.08%,3972,8
236110,Dungeon Defenders II,"Multiplayer, Online Co-Op, Co-op Campaign, Tower Defense, Singleplayer, Strategy RPG, Survival, Action RPG, Building, Third Person, Character Customization, Tactical, Loot, Family Friendly, Cartoony, Fantasy, Team-Based, 3D, Colorful, Party-Based RPG",2016-03,1071.65,-446.95,-29.43%,2206,8
236110,Dungeon Defenders II,"Multiplayer, Online Co-Op, Co-op Campaign, Tower Defense, Singleplayer, Strategy RPG, Survival, Action RPG, Building, Third Person, Character Customization, Tactical, Loot, Family Friendly, Cartoony, Fantasy, Team-Based, 3D, Colorful, Party-Based RPG",2016-02,1518.6,-322.13,-17.50%,3066,10
236110,Dungeon Defenders II,"Multiplayer, Online Co-Op, Co-op Campaign, Tower Defense, Singleplayer, Strategy RPG, Survival, Action RPG, Building, Third Person, Character Customization, Tactical, Loot, Family Friendly, Cartoony, Fantasy, Team-Based, 3D, Colorful, Party-Based RPG",2016-01,1840.74,-730.39,-28.41%,3750,9
236110,Dungeon Defenders II,"Multiplayer, Online Co-Op, Co-op Campaign, Tower Defense, Singleplayer, Strategy RPG, Survival, Action RPG, Building, Third Person, Character Customization, Tactical, Loot, Family Friendly, Cartoony, Fantasy, Team-Based, 3D, Colorful, Party-Based RPG",2015-12,2571.13,-938.77,-26.75%,5809,8
236110,Dungeon Defenders II,"Multiplayer, Online Co-Op, Co-op Campaign, Tower Defense, Singleplayer, Strategy RPG, Survival, Action RPG, Building, Third Person, Character Customization, Tactical, Loot, Family Friendly, Cartoony, Fantasy, Team-Based, 3D, Colorful, Party-Based RPG",2015-11,3509.9,-2289.97,-39.48%,10771,6
236110,Dungeon Defenders II,"Multiplayer, Online Co-Op, Co-op Campaign, Tower Defense, Singleplayer, Strategy RPG, Survival, Action RPG, Building, Third Person, Character Customization, Tactical, Loot, Family Friendly, Cartoony, Fantasy, Team-Based, 3D, Colorful, Party-Based RPG",2015-10,5799.87,4668.52,+412.65%,18744,13
236110,Dungeon Defenders II,"Multiplayer, Online Co-Op, Co-op Campaign, Tower Defense, Singleplayer, Strategy RPG, Survival, Action RPG, Building, Third Person, Character Customization, Tactical, Loot, Family Friendly, Cartoony, Fantasy, Team-Based, 3D, Colorful, Party-Based RPG",2015-09,1131.34,-375.36,-24.91%,2739,6
236110,Dungeon Defenders II,"Multiplayer, Online Co-Op, Co-op Campaign, Tower Defense, Singleplayer, Strategy RPG, Survival, Action RPG, Building, Third Person, Character Customization, Tactical, Loot, Family Friendly, Cartoony, Fantasy, Team-Based, 3D, Colorful, Party-Based RPG",2015-08,1506.7,896.63,+146.97%,4613,2
236110,Dungeon Defenders II,"Multiplayer, Online Co-Op, Co-op Campaign, Tower Defense, Singleplayer, Strategy RPG, Survival, Action RPG, Building, Third Person, Character Customization, Tactical, Loot, Family Friendly, Cartoony, Fantasy, Team-Based, 3D, Colorful, Party-Based RPG",2015-07,610.08,23.71,+4.04%,4943,4
236110,Dungeon Defenders II,"Multiplayer, Online Co-Op, Co-op Campaign, Tower Defense, Singleplayer, Strategy RPG, Survival, Action RPG, Building, Third Person, Character Customization, Tactical, Loot, Family Friendly, Cartoony, Fantasy, Team-Based, 3D, Colorful, Party-Based RPG",2015-06,586.36,-272.99,-31.77%,2319,4
236110,Dungeon Defenders II,"Multiplayer, Online Co-Op, Co-op Campaign, Tower Defense, Singleplayer, Strategy RPG, Survival, Action RPG, Building, Third Person, Character Customization, Tactical, Loot, Family Friendly, Cartoony, Fantasy, Team-Based, 3D, Colorful, Party-Based RPG",2015-05,859.35,553.79,+181.23%,2876,0
236110,Dungeon Defenders II,"Multiplayer, Online Co-Op, Co-op Campaign, Tower Defense, Singleplayer, Strategy RPG, Survival, Action RPG, Building, Third Person, Character Customization, Tactical, Loot, Family Friendly, Cartoony, Fantasy, Team-Based, 3D, Colorful, Party-Based RPG",2015-04,305.56,29.91,+10.85%,2536,2
236110,Dungeon Defenders II,"Multiplayer, Online Co-Op, Co-op Campaign, Tower Defense, Singleplayer, Strategy RPG, Survival, Action RPG, Building, Third Person, Character Customization, Tactical, Loot, Family Friendly, Cartoony, Fantasy, Team-Based, 3D, Colorful, Party-Based RPG",2015-03,275.65,-148.63,-35.03%,619,2
236110,Dungeon Defenders II,"Multiplayer, Online Co-Op, Co-op Campaign, Tower Defense, Singleplayer, Strategy RPG, Survival, Action RPG, Building, Third Person, Character Customization, Tactical, Loot, Family Friendly, Cartoony, Fantasy, Team-Based, 3D, Colorful, Party-Based RPG",2015-02,424.28,4.21,+1.00%,1079,8
236110,Dungeon Defenders II,"Multiplayer, Online Co-Op, Co-op Campaign, Tower Defense, Singleplayer, Strategy RPG, Survival, Action RPG, Building, Third Person, Character Customization, Tactical, Loot, Family Friendly, Cartoony, Fantasy, Team-Based, 3D, Colorful, Party-Based RPG",2015-01,420.07,-591.82,-58.49%,1320,2
236110,Dungeon Defenders II,"Multiplayer, Online Co-Op, Co-op Campaign, Tower Defense, Singleplayer, Strategy RPG, Survival, Action RPG, Building, Third Person, Character Customization, Tactical, Loot, Family Friendly, Cartoony, Fantasy, Team-Based, 3D, Colorful, Party-Based RPG",2014-12,1011.89,950.77,+1555.78%,3163,7
236110,Dungeon Defenders II,"Multiplayer, Online Co-Op, Co-op Campaign, Tower Defense, Singleplayer, Strategy RPG, Survival, Action RPG, Building, Third Person, Character Customization, Tactical, Loot, Family Friendly, Cartoony, Fantasy, Team-Based, 3D, Colorful, Party-Based RPG",2014-11,61.11,61.00,+52863.86%,119,2
236110,Dungeon Defenders II,"Multiplayer, Online Co-Op, Co-op Campaign, Tower Defense, Singleplayer, Strategy RPG, Survival, Action RPG, Building, Third Person, Character Customization, Tactical, Loot, Family Friendly, Cartoony, Fantasy, Team-Based, 3D, Colorful, Party-Based RPG",2014-08,0.12,0.10,+771.15%,2,0
236110,Dungeon Defenders II,"Multiplayer, Online Co-Op, Co-op Campaign, Tower Defense, Singleplayer, Strategy RPG, Survival, Action RPG, Building, Third Person, Character Customization, Tactical, Loot, Family Friendly, Cartoony, Fantasy, Team-Based, 3D, Colorful, Party-Based RPG",2014-06,0.01,0.01,+Inf%,1,0
236110,Dungeon Defenders II,"Multiplayer, Online Co-Op, Co-op Campaign, Tower Defense, Singleplayer, Strategy RPG, Survival, Action RPG, Building, Third Person, Character Customization, Tactical, Loot, Family Friendly, Cartoony, Fantasy, Team-Based, 3D, Colorful, Party-Based RPG",2013-12,0.0,0.00,+NaN%,0,0
236110,Dungeon Defenders II,"Multiplayer, Online Co-Op, Co-op Campaign, Tower Defense, Singleplayer, Strategy RPG, Survival, Action RPG, Building, Third Person, Character Customization, Tactical, Loot, Family Friendly, Cartoony, Fantasy, Team-Based, 3D, Colorful, Party-Based RPG",2013-11,0.0,-0.03,-100.00%,0,0
236110,Dungeon Defenders II,"Multiplayer, Online Co-Op, Co-op Campaign, Tower Defense, Singleplayer, Strategy RPG, Survival, Action RPG, Building, Third Person, Character Customization, Tactical, Loot, Family Friendly, Cartoony, Fantasy, Team-Based, 3D, Colorful, Party-Based RPG",2013-10,0.03,-0.17,-86.25%,1,0
236110,Dungeon Defenders II,"Multiplayer, Online Co-Op, Co-op Campaign, Tower Defense, Singleplayer, Strategy RPG, Survival, Action RPG, Building, Third Person, Character Customization, Tactical, Loot, Family Friendly, Cartoony, Fantasy, Team-Based, 3D, Colorful, Party-Based RPG",2013-09,0.19,0.15,+332.26%,2,0
236110,Dungeon Defenders II,"Multiplayer, Online Co-Op, Co-op Campaign, Tower Defense, Singleplayer, Strategy RPG, Survival, Action RPG, Building, Third Person, Character Customization, Tactical, Loot, Family Friendly, Cartoony, Fantasy, Team-Based, 3D, Colorful, Party-Based RPG",2013-08,0.04,-0.08,-64.42%,1,0
236110,Dungeon Defenders II,"Multiplayer, Online Co-Op, Co-op Campaign, Tower Defense, Singleplayer, Strategy RPG, Survival, Action RPG, Building, Third Person, Character Customization, Tactical, Loot, Family Friendly, Cartoony, Fantasy, Team-Based, 3D, Colorful, Party-Based RPG",2013-07,0.13,-0.48,-79.08%,3,0
236110,Dungeon Defenders II,"Multiplayer, Online Co-Op, Co-op Campaign, Tower Defense, Singleplayer, Strategy RPG, Survival, Action RPG, Building, Third Person, Character Customization, Tactical, Loot, Family Friendly, Cartoony, Fantasy, Team-Based, 3D, Colorful, Party-Based RPG",2013-06,0.6,0.47,+356.62%,5,0
236110,Dungeon Defenders II,"Multiplayer, Online Co-Op, Co-op Campaign, Tower Defense, Singleplayer, Strategy RPG, Survival, Action RPG, Building, Third Person, Character Customization, Tactical, Loot, Family Friendly, Cartoony, Fantasy, Team-Based, 3D, Colorful, Party-Based RPG",2013-05,0.13,0.09,+201.64%,3,0
236110,Dungeon Defenders II,"Multiplayer, Online Co-Op, Co-op Campaign, Tower Defense, Singleplayer, Strategy RPG, Survival, Action RPG, Building, Third Person, Character Customization, Tactical, Loot, Family Friendly, Cartoony, Fantasy, Team-Based, 3D, Colorful, Party-Based RPG",2013-04,0.04,-,-,2,0
212070,Star Conflict,"Online Co-Op, Free to Play, Space Sim, Open World, Massively Multiplayer, Action, PvE, Trading, Sandbox, Shooter, Flight, Crafting, 3D, Choose Your Own Adventure, RPG, Third Person, Sci-fi, Atmospheric, Science, Aliens",2025-03,115.07,-4.0,-3.34%,229,0
212070,Star Conflict,"Online Co-Op, Free to Play, Space Sim, Open World, Massively Multiplayer, Action, PvE, Trading, Sandbox, Shooter, Flight, Crafting, 3D, Choose Your Own Adventure, RPG, Third Person, Sci-fi, Atmospheric, Science, Aliens",2025-02,119.04,-0.03,-0.03%,229,0
212070,Star Conflict,"Online Co-Op, Free to Play, Space Sim, Open World, Massively Multiplayer, Action, PvE, Trading, Sandbox, Shooter, Flight, Crafting, 3D, Choose Your Own Adventure, RPG, Third Person, Sci-fi, Atmospheric, Science, Aliens",2025-01,119.07,23.31,+24.34%,238,0
212070,Star Conflict,"Online Co-Op, Free to Play, Space Sim, Open World, Massively Multiplayer, Action, PvE, Trading, Sandbox, Shooter, Flight, Crafting, 3D, Choose Your Own Adventure, RPG, Third Person, Sci-fi, Atmospheric, Science, Aliens",2024-12,95.76,-4.93,-4.90%,185,0
212070,Star Conflict,"Online Co-Op, Free to Play, Space Sim, Open World, Massively Multiplayer, Action, PvE, Trading, Sandbox, Shooter, Flight, Crafting, 3D, Choose Your Own Adventure, RPG, Third Person, Sci-fi, Atmospheric, Science, Aliens",2024-11,100.7,-4.58,-4.35%,210,0
212070,Star Conflict,"Online Co-Op, Free to Play, Space Sim, Open World, Massively Multiplayer, Action, PvE, Trading, Sandbox, Shooter, Flight, Crafting, 3D, Choose Your Own Adventure, RPG, Third Person, Sci-fi, Atmospheric, Science, Aliens",2024-10,105.27,-3.39,-3.12%,208,0
212070,Star Conflict,"Online Co-Op, Free to Play, Space Sim, Open World, Massively Multiplayer, Action, PvE, Trading, Sandbox, Shooter, Flight, Crafting, 3D, Choose Your Own Adventure, RPG, Third Person, Sci-fi, Atmospheric, Science, Aliens",2024-09,108.67,8.47,+8.45%,209,0
212070,Star Conflict,"Online Co-Op, Free to Play, Space Sim, Open World, Massively Multiplayer, Action, PvE, Trading, Sandbox, Shooter, Flight, Crafting, 3D, Choose Your Own Adventure, RPG, Third Person, Sci-fi, Atmospheric, Science, Aliens",2024-08,100.2,3.15,+3.25%,195,0
212070,Star Conflict,"Online Co-Op, Free to Play, Space Sim, Open World, Massively Multiplayer, Action, PvE, Trading, Sandbox, Shooter, Flight, Crafting, 3D, Choose Your Own Adventure, RPG, Third Person, Sci-fi, Atmospheric, Science, Aliens",2024-07,97.05,-9.87,-9.23%,182,0
212070,Star Conflict,"Online Co-Op, Free to Play, Space Sim, Open World, Massively Multiplayer, Action, PvE, Trading, Sandbox, Shooter, Flight, Crafting, 3D, Choose Your Own Adventure, RPG, Third Person, Sci-fi, Atmospheric, Science, Aliens",2024-06,106.92,-19.05,-15.12%,209,0
212070,Star Conflict,"Online Co-Op, Free to Play, Space Sim, Open World, Massively Multiplayer, Action, PvE, Trading, Sandbox, Shooter, Flight, Crafting, 3D, Choose Your Own Adventure, RPG, Third Person, Sci-fi, Atmospheric, Science, Aliens",2024-05,125.97,1.23,+0.98%,231,0
212070,Star Conflict,"Online Co-Op, Free to Play, Space Sim, Open World, Massively Multiplayer, Action, PvE, Trading, Sandbox, Shooter, Flight, Crafting, 3D, Choose Your Own Adventure, RPG, Third Person, Sci-fi, Atmospheric, Science, Aliens",2024-04,124.74,-2.31,-1.81%,244,0
212070,Star Conflict,"Online Co-Op, Free to Play, Space Sim, Open World, Massively Multiplayer, Action, PvE, Trading, Sandbox, Shooter, Flight, Crafting, 3D, Choose Your Own Adventure, RPG, Third Person, Sci-fi, Atmospheric, Science, Aliens",2024-03,127.04,-15.16,-10.66%,239,0
212070,Star Conflict,"Online Co-Op, Free to Play, Space Sim, Open World, Massively Multiplayer, Action, PvE, Trading, Sandbox, Shooter, Flight, Crafting, 3D, Choose Your Own Adventure, RPG, Third Person, Sci-fi, Atmospheric, Science, Aliens",2024-02,142.21,13.56,+10.54%,342,0
212070,Star Conflict,"Online Co-Op, Free to Play, Space Sim, Open World, Massively Multiplayer, Action, PvE, Trading, Sandbox, Shooter, Flight, Crafting, 3D, Choose Your Own Adventure, RPG, Third Person, Sci-fi, Atmospheric, Science, Aliens",2024-01,128.65,8.77,+7.32%,240,0
212070,Star Conflict,"Online Co-Op, Free to Play, Space Sim, Open World, Massively Multiplayer, Action, PvE, Trading, Sandbox, Shooter, Flight, Crafting, 3D, Choose Your Own Adventure, RPG, Third Person, Sci-fi, Atmospheric, Science, Aliens",2023-12,119.88,-11.10,-8.47%,242,0
212070,Star Conflict,"Online Co-Op, Free to Play, Space Sim, Open World, Massively Multiplayer, Action, PvE, Trading, Sandbox, Shooter, Flight, Crafting, 3D, Choose Your Own Adventure, RPG, Third Person, Sci-fi, Atmospheric, Science, Aliens",2023-11,130.98,6.27,+5.03%,249,0
212070,Star Conflict,"Online Co-Op, Free to Play, Space Sim, Open World, Massively Multiplayer, Action, PvE, Trading, Sandbox, Shooter, Flight, Crafting, 3D, Choose Your Own Adventure, RPG, Third Person, Sci-fi, Atmospheric, Science, Aliens",2023-10,124.71,-1.08,-0.85%,250,0
212070,Star Conflict,"Online Co-Op, Free to Play, Space Sim, Open World, Massively Multiplayer, Action, PvE, Trading, Sandbox, Shooter, Flight, Crafting, 3D, Choose Your Own Adventure, RPG, Third Person, Sci-fi, Atmospheric, Science, Aliens",2023-09,125.78,7.74,+6.55%,239,0
212070,Star Conflict,"Online Co-Op, Free to Play, Space Sim, Open World, Massively Multiplayer, Action, PvE, Trading, Sandbox, Shooter, Flight, Crafting, 3D, Choose Your Own Adventure, RPG, Third Person, Sci-fi, Atmospheric, Science, Aliens",2023-08,118.05,-2.99,-2.47%,219,0
212070,Star Conflict,"Online Co-Op, Free to Play, Space Sim, Open World, Massively Multiplayer, Action, PvE, Trading, Sandbox, Shooter, Flight, Crafting, 3D, Choose Your Own Adventure, RPG, Third Person, Sci-fi, Atmospheric, Science, Aliens",2023-07,121.04,-0.39,-0.32%,235,0
212070,Star Conflict,"Online Co-Op, Free to Play, Space Sim, Open World, Massively Multiplayer, Action, PvE, Trading, Sandbox, Shooter, Flight, Crafting, 3D, Choose Your Own Adventure, RPG, Third Person, Sci-fi, Atmospheric, Science, Aliens",2023-06,121.43,-12.00,-8.99%,233,0
212070,Star Conflict,"Online Co-Op, Free to Play, Space Sim, Open World, Massively Multiplayer, Action, PvE, Trading, Sandbox, Shooter, Flight, Crafting, 3D, Choose Your Own Adventure, RPG, Third Person, Sci-fi, Atmospheric, Science, Aliens",2023-05,133.42,-12.30,-8.44%,250,0
212070,Star Conflict,"Online Co-Op, Free to Play, Space Sim, Open World, Massively Multiplayer, Action, PvE, Trading, Sandbox, Shooter, Flight, Crafting, 3D, Choose Your Own Adventure, RPG, Third Person, Sci-fi, Atmospheric, Science, Aliens",2023-04,145.72,3.58,+2.52%,264,0
212070,Star Conflict,"Online Co-Op, Free to Play, Space Sim, Open World, Massively Multiplayer, Action, PvE, Trading, Sandbox, Shooter, Flight, Crafting, 3D, Choose Your Own Adventure, RPG, Third Person, Sci-fi, Atmospheric, Science, Aliens",2023-03,142.14,-1.25,-0.87%,275,0
212070,Star Conflict,"Online Co-Op, Free to Play, Space Sim, Open World, Massively Multiplayer, Action, PvE, Trading, Sandbox, Shooter, Flight, Crafting, 3D, Choose Your Own Adventure, RPG, Third Person, Sci-fi, Atmospheric, Science, Aliens",2023-02,143.39,-6.93,-4.61%,277,0
212070,Star Conflict,"Online Co-Op, Free to Play, Space Sim, Open World, Massively Multiplayer, Action, PvE, Trading, Sandbox, Shooter, Flight, Crafting, 3D, Choose Your Own Adventure, RPG, Third Person, Sci-fi, Atmospheric, Science, Aliens",2023-01,150.32,15.42,+11.43%,283,1
212070,Star Conflict,"Online Co-Op, Free to Play, Space Sim, Open World, Massively Multiplayer, Action, PvE, Trading, Sandbox, Shooter, Flight, Crafting, 3D, Choose Your Own Adventure, RPG, Third Person, Sci-fi, Atmospheric, Science, Aliens",2022-12,134.9,-5.89,-4.18%,257,0
212070,Star Conflict,"Online Co-Op, Free to Play, Space Sim, Open World, Massively Multiplayer, Action, PvE, Trading, Sandbox, Shooter, Flight, Crafting, 3D, Choose Your Own Adventure, RPG, Third Person, Sci-fi, Atmospheric, Science, Aliens",2022-11,140.79,4.13,+3.02%,263,0
212070,Star Conflict,"Online Co-Op, Free to Play, Space Sim, Open World, Massively Multiplayer, Action, PvE, Trading, Sandbox, Shooter, Flight, Crafting, 3D, Choose Your Own Adventure, RPG, Third Person, Sci-fi, Atmospheric, Science, Aliens",2022-10,136.66,5.61,+4.28%,261,0
212070,Star Conflict,"Online Co-Op, Free to Play, Space Sim, Open World, Massively Multiplayer, Action, PvE, Trading, Sandbox, Shooter, Flight, Crafting, 3D, Choose Your Own Adventure, RPG, Third Person, Sci-fi, Atmospheric, Science, Aliens",2022-09,131.05,-6.83,-4.95%,260,0
212070,Star Conflict,"Online Co-Op, Free to Play, Space Sim, Open World, Massively Multiplayer, Action, PvE, Trading, Sandbox, Shooter, Flight, Crafting, 3D, Choose Your Own Adventure, RPG, Third Person, Sci-fi, Atmospheric, Science, Aliens",2022-08,137.88,-6.57,-4.55%,236,0
212070,Star Conflict,"Online Co-Op, Free to Play, Space Sim, Open World, Massively Multiplayer, Action, PvE, Trading, Sandbox, Shooter, Flight, Crafting, 3D, Choose Your Own Adventure, RPG, Third Person, Sci-fi, Atmospheric, Science, Aliens",2022-07,144.45,-5.47,-3.65%,256,0
212070,Star Conflict,"Online Co-Op, Free to Play, Space Sim, Open World, Massively Multiplayer, Action, PvE, Trading, Sandbox, Shooter, Flight, Crafting, 3D, Choose Your Own Adventure, RPG, Third Person, Sci-fi, Atmospheric, Science, Aliens",2022-06,149.92,-5.69,-3.66%,284,0
212070,Star Conflict,"Online Co-Op, Free to Play, Space Sim, Open World, Massively Multiplayer, Action, PvE, Trading, Sandbox, Shooter, Flight, Crafting, 3D, Choose Your Own Adventure, RPG, Third Person, Sci-fi, Atmospheric, Science, Aliens",2022-05,155.62,-19.93,-11.35%,297,0
212070,Star Conflict,"Online Co-Op, Free to Play, Space Sim, Open World, Massively Multiplayer, Action, PvE, Trading, Sandbox, Shooter, Flight, Crafting, 3D, Choose Your Own Adventure, RPG, Third Person, Sci-fi, Atmospheric, Science, Aliens",2022-04,175.55,14.88,+9.26%,324,0
212070,Star Conflict,"Online Co-Op, Free to Play, Space Sim, Open World, Massively Multiplayer, Action, PvE, Trading, Sandbox, Shooter, Flight, Crafting, 3D, Choose Your Own Adventure, RPG, Third Person, Sci-fi, Atmospheric, Science, Aliens",2022-03,160.66,-37.42,-18.89%,313,0
212070,Star Conflict,"Online Co-Op, Free to Play, Space Sim, Open World, Massively Multiplayer, Action, PvE, Trading, Sandbox, Shooter, Flight, Crafting, 3D, Choose Your Own Adventure, RPG, Third Person, Sci-fi, Atmospheric, Science, Aliens",2022-02,198.08,-4.07,-2.01%,362,0
212070,Star Conflict,"Online Co-Op, Free to Play, Space Sim, Open World, Massively Multiplayer, Action, PvE, Trading, Sandbox, Shooter, Flight, Crafting, 3D, Choose Your Own Adventure, RPG, Third Person, Sci-fi, Atmospheric, Science, Aliens",2022-01,202.16,40.09,+24.74%,361,0
212070,Star Conflict,"Online Co-Op, Free to Play, Space Sim, Open World, Massively Multiplayer, Action, PvE, Trading, Sandbox, Shooter, Flight, Crafting, 3D, Choose Your Own Adventure, RPG, Third Person, Sci-fi, Atmospheric, Science, Aliens",2021-12,162.07,0.71,+0.44%,299,0
212070,Star Conflict,"Online Co-Op, Free to Play, Space Sim, Open World, Massively Multiplayer, Action, PvE, Trading, Sandbox, Shooter, Flight, Crafting, 3D, Choose Your Own Adventure, RPG, Third Person, Sci-fi, Atmospheric, Science, Aliens",2021-11,161.36,-9.95,-5.81%,305,0
212070,Star Conflict,"Online Co-Op, Free to Play, Space Sim, Open World, Massively Multiplayer, Action, PvE, Trading, Sandbox, Shooter, Flight, Crafting, 3D, Choose Your Own Adventure, RPG, Third Person, Sci-fi, Atmospheric, Science, Aliens",2021-10,171.3,-9.89,-5.46%,314,0
212070,Star Conflict,"Online Co-Op, Free to Play, Space Sim, Open World, Massively Multiplayer, Action, PvE, Trading, Sandbox, Shooter, Flight, Crafting, 3D, Choose Your Own Adventure, RPG, Third Person, Sci-fi, Atmospheric, Science, Aliens",2021-09,181.19,2.06,+1.15%,352,0
212070,Star Conflict,"Online Co-Op, Free to Play, Space Sim, Open World, Massively Multiplayer, Action, PvE, Trading, Sandbox, Shooter, Flight, Crafting, 3D, Choose Your Own Adventure, RPG, Third Person, Sci-fi, Atmospheric, Science, Aliens",2021-08,179.13,-4.71,-2.56%,307,0
212070,Star Conflict,"Online Co-Op, Free to Play, Space Sim, Open World, Massively Multiplayer, Action, PvE, Trading, Sandbox, Shooter, Flight, Crafting, 3D, Choose Your Own Adventure, RPG, Third Person, Sci-fi, Atmospheric, Science, Aliens",2021-07,183.85,-1.84,-0.99%,321,0
